sign,category,date,text
cancer,general,october-28-2025,"Jupiter in your sign links perfectly with energy planet Mars today, so even the smallest of efforts on your part will yield amazing results. Decide what your No. 1 priority in life is going to be and go after it with everything you’ve got."
leo,general,october-28-2025,Anyone foolish enough to give you a hard time will regret it well before the sun sets this evening. You are in no mood to forgive and forget and if others expect you to turn the other cheek it will be their cheeks that end up red!
virgo,general,october-28-2025,"You are so full of confidence at the moment that no matter how tough the task in front of you may be no thought of failure will enter your head. That kind of mindset makes all things possible, so aim high and then go even higher."
libra,general,october-28-2025,"Do you deserve all the opportunities now coming your way? Of course you do, so stop questioning yourself and make good use of what the universe is giving you. Don’t risk looking back from the future and wishing you had been more assertive."
scorpio,general,october-28-2025,"Focus your energy in a single direction and let everyone know that you are now operating on a level that most people cannot even dream of reaching. With Mars in your sign linked to Jupiter, planet of good fortune, the world is yours for the taking."
sagittarius,general,october-28-2025,You may have good reason to be angry with someone who has let you down but is it worth your time and effort hitting back at them? No it is not. Just ignore them for now and decide later on whether or not you will trust them again.
capricorn,general,october-28-2025,You are in one of those moods when you enjoy nothing more than being put to the test. But don’t try to win each and every debate you are involved in. If you do that it could damage your reputation by making you look insecure.
aquarius,general,october-28-2025,Stick to your principles by all means but don’t fall into the trap of believing that your principles are the only ones that exist. As one of the zodiac’s “fixed” signs you can be a bit tunnel-visioned at times and that’s rarely a good thing.
pisces,general,october-28-2025,"Jupiter and Mars join forces across the most dynamic and adventurous areas of your chart today, so get out into the world and impose your personality on current events. Others will find your passion for what you believe in hugely attractive."
aries,general,october-29-2025,Do you know a friend as well as you think you do? The planets indicate you are about to discover something about them that you find hard to believe but which is evidently true. What other secrets might they be keeping from you?
taurus,general,october-29-2025,Where there is confusion there is also opportunity and because some of the people you work and do business with clearly have no idea what is going on that is your invitation to make a financial killing. You can profit from their stupidity.
gemini,general,october-29-2025,"If you are smart you will listen to what a colleague has to tell you today, even though their advice is likely to be the opposite of what you want to hear. They are in a much better position to see what is going on than you are."
cancer,general,october-29-2025,"Find out what the facts are and act on them, even if you want to believe that the opposite is true. It could do your reputation a great deal of harm if you stubbornly stick with an explanation of events that has no basis in reality."
leo,general,october-29-2025,There is no point trying to change a situation that has almost worked itself out. If you are smart you will put it behind you and move on to the next big challenge. Just because you have lost a battle doesn’t mean you will lose the war.
virgo,general,october-29-2025,The more a colleague tells everyone what a wonderful human being you are today the more suspicious you will become. It could be the reason they are bigging you up is because they think they will benefit from being your closest associate.
libra,general,october-29-2025,"Before you sign up for something new make sure you know everything about it. With mind planet Mercury at odds with Uranus, planet of surprises, there is a danger you might overlook a small detail now that could cost you big money later on."
scorpio,general,october-29-2025,"It may be true that a colleague has let you down but making a song and dance about it won’t change a thing. Instead, put a mark beside their name in your little black book so they are the last person you go to for help in the future."
sagittarius,general,october-29-2025,"You are in no mood to listen to advice now that Mercury is moving into your sign. But while you may think you know everything about your current situation the cosmic picture will soon change dramatically, so don’t shun guidance completely."
capricorn,general,october-29-2025,"It will pay you to steer clear of power struggles on the work front, because if you back one faction over another today you could find yourself on the wrong side tomorrow. Make it clear to everyone involved that you intend to stay neutral."
aquarius,general,october-29-2025,Do you blaze your own creative trail or do you join forces with people who objectives coincide with your own? The choice is yours to make but the planets suggest you will gain more in the long term if you choose a team now.
pisces,general,october-29-2025,You cannot possibly win every competition you enter. There are people out there who are every bit as ambitious as you and you won’t get the better of them every time. Lower your sights just a little today – you’ll be happier for it.
aries,general,october-30-2025,"You are now very close to the point where all your hard work is going to pay off, so keep at it. You have a tendency to start many things but not see them through to the end. Make this one of the times when you do."
taurus,general,october-30-2025,"Major changes are taking place in the wider world and you will need to keep your wits about you. It may be a bit chaotic at the moment but there is method behind most of the madness, so don’t let events weigh you down."
gemini,general,october-30-2025,"If you don’t stand up for your rights you can be sure that no one else will, so make sure the people you are feuding with know you are not going to back down and then, if you can, take the fight to them. They will soon run away."
cancer,general,october-30-2025,Someone new on your social scene will attract you immensely but don’t make it too obvious that you fancy them. The planets warn if you come on too strong or too soon you could scare them away. Take your time and get to know them.
leo,general,october-30-2025,"Do not, repeat not, give up on your dream. There have been times of late when you wondered if maybe you should junk it and aim for something less challenging but you will hate yourself if you do. You are so close to a breakthrough."
virgo,general,october-30-2025,Heavy cosmic activity in your opposite sign is putting a relationship to the test. Only you can decide if it is worth carrying on with but don’t be too eager to give up. In the long-term the doubt and the struggle will be worth it.
libra,general,october-30-2025,The fact that your workload has increased is no big deal but if a large chunk of it is stuff you do for other people then maybe you need to make changes. Start by refusing to take on any more chores – you’ve done too much already.
scorpio,general,october-30-2025,If you knuckle down and get serious about a creative activity that up until now has been just a hobby it could turn into something big. Once you start putting some real effort into it you will enjoy it so much you won’t want to stop.
sagittarius,general,october-30-2025,"You don’t need to justify your actions to anyone, not even yourself. If you did something on impulse and the results were a mixed bag then that’s just the way it is. The most important thing is that you continue to be a free spirit."
capricorn,general,october-30-2025,Something you thought was 100 per cent fact could turn out to be a whole lot less of a certainty today. Most likely you believed in it because you wanted it to be true but even the truth can sometimes be elastic in nature.
aquarius,general,october-30-2025,"You have made a lot of changes in recent months and the results have been largely beneficial. Now you must make another change, one that may not make much of an impact to begin with but which, over time, could transform your existence."
pisces,general,october-30-2025,You have been putting yourself under too much pressure of late and need to relax both physically and mentally. You may not have accomplished as much as you had hoped but so what? Ignore the clock and don’t set yourself so many targets.
aries,general,october-31-2025,Just because those around you don’t seem interested in fun and games does not mean you have to sit at home twiddling your thumbs. Get out into the world and meet up with people who share your lust for life. Make those you left behind jealous.
taurus,general,october-31-2025,A good deed you did for a friend or colleague months or maybe even years in the past will come back to you over the next 24 hours. The universe is like the proverbial elephant that never forgets – sooner or later a kindness is always repaid.
gemini,general,october-31-2025,"Has a friend or relative let you down? If they have, does it matter? The message of the stars today is that even if you feel a bit annoyed by someone’s bad behaviour nothing good will come from making an issue of it, so let it go."
cancer,general,october-31-2025,"Focus on the big issues today, especially on something that could boost your place in the world if you make a success of it. You do, however, need to be aware that with success will come extra responsibility. Are you ready for that?"
leo,general,october-31-2025,"Something you found hard to master yesterday will come easy to you today. Sometimes the simple act of leaving things alone for 24 hours can be enough to clear away obstacles, in particular the ones that exist mainly in your mind."
virgo,general,october-31-2025,If you stick to the path you have chosen and refuse to be knocked off course by those who say you are heading for disaster then what happens today will bring the broadest of smiles to your face. That “disaster” will in fact be a triumph.
libra,general,october-31-2025,"Someone you meet in a social setting either today or over the weekend will have a big impact on the direction your life takes between now and the end of the year. The link between you may be romantic, or professional, or spiritual, but it will be major."
scorpio,general,october-31-2025,"Try not to get angry with people who fail to live up to expectations, because that will pretty much guarantee that you are angry constantly over the next 24 hours. Instead, be proud of the fact that no one comes close to your expertise."
sagittarius,general,october-31-2025,You seem to believe that negative forces are working against you and that you need to always be on your guard. Isn’t that exhausting? Not everyone has your best interests at heart to be sure but overall you have far more friends than opponents.
capricorn,general,october-31-2025,You may have no choice today but to get involved in an issue you know is going to cause problems whatever you say or do. The best way to play safe is to pretend you have no strong opinions about the matter and refuse to take sides.
aquarius,general,october-31-2025,You are under no obligation to let people know where you are going or what you are doing. In fact if you make a game of it and keep them in the dark intentionally it will keep them on their toes and you out of their hair.
pisces,general,october-31-2025,"With the sun and Mars on your side at the moment even the smallest of efforts will yield big results. With that fact in mind today push yourself a little bit harder, but not so hard that your muscles ache or you get out of breath."
aries,general,november-1-2025,"You may be tempted to splash out on a luxury item or two this weekend, or maybe head off for an unplanned vacation, but can you afford it? Maybe not, but what’s a few bucks if the end result is you feel so much happier about life?"
taurus,general,november-1-2025,"If someone you are close to says something hurtful this weekend it’s not because they are being unkind. More likely they don’t realize just how fragile your feelings are at the moment, so pretend you’re not bothered – and maybe toughen up a bit!"
gemini,general,november-1-2025,"The planets warn if you try to finish a project on the cheap it won’t work out well for you. No matter how much time and effort it may take you must make a good job of it, because if you don’t your reputation could suffer."
cancer,general,november-1-2025,You have so many big ideas in your head at the moment that they are starting to get in the way of each other. Take time out of your busy schedule to decide what your primary focus is going to be between now and the end of the year.
leo,general,november-1-2025,"The fact that you could not care less what other people think about you is all very well, but if you come across as arrogant or aloof it could harm both your personal and professional prospects. What happened to all that lovely Leo warmth!"
virgo,general,november-1-2025,"If you are on the move over the next 48 hours you would be wise to plan ahead and give yourself some extra time to reach your destination. Unexpected hold-ups are guaranteed, so keep your schedule as flexible as possible."
libra,general,november-1-2025,Don’t let differences over finances drive a wedge between you and someone you love. It’s no big deal agreeing to pay out a bit more than you had expected to. You could even gain something good that no amount of money can buy.
scorpio,general,november-1-2025,"If friends and family members want to do things for you this weekend, and they will, then let them. You may prefer to tackle certain tasks on your own but if you allow others to help you it will make them happy and earn you lots of goodwill."
sagittarius,general,november-1-2025,"You must stay alert over the next 48 hours, because there is information doing the rounds that could be useful to you. Don’t merely listen to what friends and colleagues tell you – try to work out the real meaning behind the words."
capricorn,general,november-1-2025,Spell out what it is you expect of other people. If you leave them guessing they will most likely get it wrong and neither you nor they will be happy with the results. Can you read their minds? No you cannot – and they can’t read yours!
aquarius,general,november-1-2025,If a colleague gets on your nerves this weekend just walk away from them for a bit. Turn off your phone and go some place they can’t find you. If you let them stew a while they may behave better when you get back together.
pisces,general,november-1-2025,You may not be enthusiastic about what you are expected to do this weekend but if you knuckle down and get it done on time and to a high standard you will do your reputation no harm at all. The powers that be are watching you closely.
aries,general,november-3-2025,"You might want to be a bit more secretive about your financial affairs. As the full moon approaches there is a danger you could let slip information that will profit other people more than it profits you, so keep what you know to yourself."
taurus,general,november-3-2025,"If you take the time and make the effort to explain your position to family and friends today they won’t be so inclined to think you are keeping things from them. You don’t have anything to hide, so shed some light on the situation."
gemini,general,november-3-2025,"There must be an easier way to deal with your exhausting workload, so give it some thought between now and Wednesday’s full moon. It would help, of course, if you stopped trying to do it all on your own. Colleagues will help if you ask them to."
cancer,general,november-3-2025,"You may have to put something you have been labouring over on hold for a while. According to the planets the more effort you put into it over the next two or three days the less you will get out of it, so call a temporary halt."
leo,general,november-3-2025,"You can be a bit gullible at times, believing what you want to believe rather than seeing the truth that is right in front of you, and the upcoming full moon could make that tendency worse. Deal only in facts and don’t listen to rumours."
virgo,general,november-3-2025,With luck the approaching full moon will dislodge the mental block that has been holding you back and make it easier for you to move closer to your long-term goal. Keep telling yourself that all things are possible if you want them enough.
libra,general,november-3-2025,A money matter of some kind will come to a head over the next few days and while it might be a touch painful as far as your cashflow is concerned it will also make it easier to plan for the future. Savings need to be made.
scorpio,general,november-3-2025,The sun in your sign means the universe is still on your side but other influences warn you must not take relationships for granted. Is there someone you love who needs your attention? Put your own plans on hold and give it to them.
sagittarius,general,november-3-2025,"Something that once had an emotional hold over you no longer has the power to limit what you do in life, so break free of any and all restraints and show the world what you are capable of – much more than you have been doing of late."
capricorn,general,november-3-2025,If you find yourself arguing with someone whose outlook on life is the opposite of your own just remove yourself from the scene while you calm yourself down. In the greater scheme of things it’s not worth the time or the effort.
aquarius,general,november-3-2025,"You have what it takes to compete at the highest level and will get a golden opportunity to shine over the coming week. You must, however, play strictly by the rules even if you believe that your rivals are breaking them. Keep your standards high."
pisces,general,november-3-2025,According to the planets you have been fighting hard to resist changes that could be good for you. Over the next few days you must allow yourself to be guided by events that may not look like a lot of fun but which may yet surprise you.
scorpio,birthday,november-3-2025,Just because you don’t get along with someone on a personal level does not mean you cannot work with them. The message of your birthday chart is that a creative partnership can still be a resounding success – IF you can overlook their moral shortcomings.
aries,general,november-4-2025,"Avoid extremes at all costs today. You may be tempted to double the effort you put into getting things done but the planets warn you will most likely get less out than you put in, while exhausting yourself in the process."
taurus,general,november-4-2025,"Your confidence may be high at the moment but you need to be aware that your success, or your failure, is still very much in the hands of other people. Always make sure that partners and colleagues are aware of your plans."
gemini,general,november-4-2025,As Mars moves into your opposite sign tomorrow it’s unlikely you will get your own way either at home or at work. Once you accept that fact you can adjust your tactics and find ways to work round whatever obstacles are placed in your path.
cancer,general,november-4-2025,You need to start looking at life from a broader perspective. Too often in the past you have limited yourself to a narrow viewpoint of what does and does not matter and that has restricted your options. Act as if there are no limits.
leo,general,november-4-2025,"It may annoy you that someone you thought was strong-minded like you seems overly sensitive to even quite minor setbacks, but that’s just the way it is. At least you will know better than to trust them with assignments that might be stressful."
virgo,general,november-4-2025,"Mars is about to join your ruling planet Mercury in one of the more emotional areas of your chart, so your priority must be to stay calm when confronted by situations that rub you up the wrong way. Try to see the funny side of petty annoyances."
libra,general,november-4-2025,There can be no more excuses for not pushing ahead with your plans. The time has come to commit yourself 100 per cent and the first step must be to cut out of your life anything and everything that might distract you. Be ruthless with yourself.
scorpio,general,november-4-2025,You have been extremely lucky of late but not everyone has been so blessed. If a friend or loved one is struggling and in need of assistance make it your business to help them. Give back some of your good fortune to the world.
sagittarius,general,november-4-2025,As Mars is about to move into your birth sign both your energy and your self-belief will soar. That may be a recipe for success but don’t push your luck too far and do things that people in positions of power are unlikely to approve of.
capricorn,general,november-4-2025,You need to focus less on the material side of life and more on what makes you happy emotionally. No matter how successful you may be in the world at large it is still human relationships that make it a joy to be alive.
aquarius,general,november-4-2025,The approaching full moon will make you rather emotional and if you let your feelings run away with you over the next few days you could regret it. There are very few things in life that are genuinely worth getting worked up about.
pisces,general,november-4-2025,"With Mars moving into the career area of your chart you won’t lack for opportunities to move up in the world, but to make the most of them you have got to take the initiative rather than wait for other people to offer you opportunities."
scorpio,birthday,november-4-2025,"With Mars and Uranus highlighted on your birthday you will be dynamic in the extreme, but there is also a danger you will take the kind of risks that even a Scorpio should avoid. Try to find a sensible midpoint, maybe somewhere between adventurous and reckless!"
aries,general,november-5-2025,"Your attitude toward material things will change radically under the influence of the full moon. Money will still be important, of course, but now you can see it is merely a means to an end. It’s what you do with what you earn that counts."
taurus,general,november-5-2025,Today’s full moon in your sign means that no matter how hard you try to hide your feelings they will still come through in what you say and do. Most of all though it’s your body language that will give you away. There’s no hiding love.
gemini,general,november-5-2025,A way of looking at the world that has worked for you in the past is now beyond its sell-by date and what happens over the next 24 hours will convince you it is time to leave it behind. There are better ways of understanding reality.
cancer,general,november-5-2025,"You are who you are for a reason and no one has the right to insist that you change. That won’t stop them trying, of course, but you won’t be listening to people who clearly care more about their own desires than they do about yours."
leo,general,november-5-2025,"All things change over time and what the universe is changing in your life right now is exactly what you need, so don’t fight it. Why be so fixed in your outlook that you refuse to admit there may be a better way of doing things?"
virgo,general,november-5-2025,"Although today’s full moon cuts across positive areas of your chart it will still bring challenges, one of which could see you disagreeing with people you usually get along with. If you look for compromise solutions you will find them."
libra,general,november-5-2025,"Today’s full moon is likely to take away something that you consider to be valuable but if you stand back from what’s going on and look at the situation with a critical eye you will realize that it’s really no great loss, so let it go."
scorpio,general,november-5-2025,A full moon in your opposite sign means you will have to deal with someone whose feelings are out of control. Probably the best thing you can do to assist them is to stay out of their way and allow the emotional storm to blow itself out.
sagittarius,general,november-5-2025,"It may annoy you that a loved one’s behaviour means you have to stand back from what you are working on and sort out their problems for them but do it anyway. They have been there for you in the past, so now be there for them."
capricorn,general,november-5-2025,"The best way to get what you most desire is to find someone who shares the same cravings and work at satisfying them together. Whatever it is you are after there is plenty of it to go around, so aim to be allies rather than rivals."
aquarius,general,november-5-2025,"Because today’s full moon cuts across the home and career areas of your chart it may feel as if you have to prioritize one over the other, but that isn’t true. There are more than enough hours in the day to get everything done, IF you plan ahead."
pisces,general,november-5-2025,You may be tempted to let certain people know what you think of them but if what you think of them is negative perhaps you should think again. You don’t HAVE to point out their faults and failings – you could just as easily ignore them.
scorpio,birthday,november-5-2025,"You don’t have to make any great promises or long-term resolutions on your birthday, in fact it would be better if you did not. Take each day as it comes and aim to make that day on its own the best day ever – 365 times over."
aries,general,november-6-2025,"With your ruler Mars linked to passion planet Pluto today there will be some very strong feelings doing the rounds. The good news is you should have no trouble keeping your own feelings under control, which is more than can be said for some!"
taurus,general,november-6-2025,Your need to express yourself will be strong between now and the weekend but you must make sure that what you say does not come across to friends and loved ones as unduly harsh. Be truthful but try to be tactful as well.
gemini,general,november-6-2025,"You don’t need to prove your affection for those you love, they can see by your actions and in your eyes that your feelings are strong. Make sure you are receptive to their own shows of affection as well – they may be muted but they do exist."
cancer,general,november-6-2025,The more of an effort you are prepared to make to see your dreams come true the more of an effort the universe will make to help you. It’s like the old observation says: the harder you work the luckier you seem to get!
leo,general,november-6-2025,The more someone says you can trust them the more you will need to keep tabs on their actions. They may not be deliberately trying to mislead you but there is a chance they have been mislead themselves and what they say could be completely wrong.
virgo,general,november-6-2025,Who have you not been in contact with for a while? Whose voice would you like to hear on the phone? There is one particular person who has been sending you mental signals to get in touch and those signals will come through loud and clear today.
libra,general,november-6-2025,Your way with words means you can usually bend people to your will but the planets warn that may not be possible now where money matters are concerned. If you owe someone a bit of cash there can be no excuses – you must pay up.
scorpio,general,november-6-2025,"Venus, planet of emotional and material values, joins the sun in your sign today and almost immediately your outlook on life, and you attitude toward certain people, won’t be so harsh. Smile more, love more and accept that what will be will be."
sagittarius,general,november-6-2025,"If you use your imagination over the next 24 hours you will come up with a really great idea, the sort of idea that will impress people in positions of power and improve your chances of long-term success. Above all, you must trust your instincts."
capricorn,general,november-6-2025,Although you sometimes find it hard to express yourself that won’t be so much of a problem today. But choose your words carefully because communications planet Mercury begins its retrograde phase at the weekend. Only say what you truly mean.
aquarius,general,november-6-2025,Focus your mental energy in a single direction and don’t let up until the task you are working on has been completed. As one of the zodiac’s fixed signs you have more staying power than most – a cosmic super power that makes you a winner.
pisces,general,november-6-2025,"Love planet Venus moves into the most adventurous area of your chart today, so even if you are shy and sensitive by nature you will still find ways to send out signals of affection. Be careful though or you could attract some unwanted attention!"
scorpio,birthday,november-6-2025,Family and financial matters will come to the fore over the next 12 months and you will have no choice but to deal with them personally. If you are both firm and fair others will respect your decisions and do what you ask of them.
aries,general,november-7-2025,"With both Mercury and Mars, your ruler, moving in your favour at the moment your future is bright. However, as Mercury begins its next retrograde phase on Sunday you cannot afford to take anything for granted. Be adventurous but avoid being reckless."
taurus,general,november-7-2025,"Upheavals are more likely than not over the next few days as Uranus, planet of the unexpected, moves back into your sign. You won’t be able to plan too far ahead, so be ready to react to events as and when they occur."
gemini,general,november-7-2025,"If you feel the urge to start something new today then go for it and ignore those who say you are risking too much. Maybe they are right, but when you are in this sort of mood there’s not much that can hold you back."
cancer,general,november-7-2025,It’s inevitable that you will experience some sort of backlash to what you have been up to of late but that won’t bother you in the slightest. Your outlook on life is so dynamic that you actually welcome challenges as a way of proving yourself.
leo,general,november-7-2025,For best results today and over the weekend forget about trying to change the world on your own and team up with people who share your ideals. There are more of them out there than you realize and now is the time to start working together.
virgo,general,november-7-2025,It may be true that you have been pushing your luck a bit in recent weeks but that’s because you are of the opinion that you didn’t push hard enough earlier in the year. If you are going to make an impression then now is the time.
libra,general,november-7-2025,Make sure you get plenty of rest over the next 24 hours because the weekend is going to bring the kind of challenges that require you to be fully alert. If you let your attention wander for even a moment your rivals will be first to the prize.
scorpio,general,november-7-2025,"Life may be full of opportunities but it is also full of stumbling blocks and an obstacle of some kind will upend you today. Get off the floor, dust yourself down and pick up from where you let off. Nothing can hold you back for long."
sagittarius,general,november-7-2025,"If you need help today then you must speak up. If you keep your problems to yourself others will assume that you are on top of things, as usual, and don’t require their assistance. No one expects you to be perfect, so don’t expect it of yourself."
capricorn,general,november-7-2025,"The next two or three days will bring to the surface the kind of emotions that make people uneasy. No matter how strongly you may feel about what’s going on in the world you would be wise to play down your feelings, at least for now."
aquarius,general,november-7-2025,"Try not to get angry with people whose attitude you find to be obstructive because it won’t make things any better. Instead, pretend they don’t exist, and when they try to engage you just turn your back and walk away. They’ll get the message."
pisces,general,november-7-2025,You may be tempted to go on a spur-of-the-moment trip today but the planets warn if you do it could end up being a longer one than you expected. Cosmic activity in the travel area of your chart means planning ahead is a must.
scorpio,birthday,november-7-2025,"You intend to accomplish great things over the coming year and there is no doubt that you will. However, if you try to go it alone you could turn against you people who should be your friends. Find creative ways to bring them into your plans."
aries,general,november-8-2025,"Try not to get emotional about what is happening in the world around you. If you want to help change things for the better, you need to keep calm and keep thinking clearly – that alone will give you an advantage over the bad guys."
taurus,general,november-8-2025,There will be a number of challenges in your life over the next few days but you are well equipped to deal with them. The measured way you go about tasks that would terrify other people will impress and inspire in equal measure.
gemini,general,november-8-2025,"Mercury begins its retrograde phase in your opposite sign this weekend, so be careful when dealing with partners and colleagues. If you leave any doubt in their minds about what you are up to they will assume you are up to no good!"
cancer,general,november-8-2025,"The more complex your plans are the more likely it is they will fall apart this weekend, so keep them simple and focus on major points only. If you try to make every little thing make sense then most likely nothing will make sense."
leo,general,november-8-2025,"You have so much going for you at the moment and you also have total self-belief but don’t get carried away. The planets warn that no matter how good you may be you won’t always come out on top, so pick your battles with care."
virgo,general,november-8-2025,"Your ruling planet Mercury begins its retrograde phase this weekend, which means there will be times when what should make sense makes no sense at all. That will apply double on the home front, so don’t be too critical of the people you love."
libra,general,november-8-2025,"You can, if you wish, force through unpopular changes but in doing so you may create bad feelings that come back at you at a later date. If there is resistance to your plans this weekend maybe just leave it for a while."
scorpio,general,november-8-2025,If you find yourself in an uncomfortable situation over the next 48 hours just get up and walk away. You may not want to give the impression that you are admitting defeat but the planets warn this is a battle of wits that no one can win.
sagittarius,general,november-8-2025,"You may believe there are things going on behind the scenes that are unlikely to work out in your favour, and you may be right, but don’t make an issue of it. If you pick a fight this weekend there is a real danger you could lose."
capricorn,general,november-8-2025,As mind planet Mercury turns retrograde in the most deceptive area of your chart this weekend you should act on the assumption that what other people call “facts” may be nothing of the sort. Make sure you hear every side of every story.
aquarius,general,november-8-2025,"For best results both at home and at work this weekend you must listen to the deepest part of your nature. Find a place where the distractions of the world are at a minimum, then quiet your mind and tune in to the wisdom of the universe."
pisces,general,november-8-2025,"As one of the zodiac’s water signs you can be overly emotional at times and that could cause problems in your career. No matter what happens on the work front over the next 48 hours act as if it doesn’t matter – because, really, it doesn’t."
scorpio,birthday,november-8-2025,As love planet Venus links with passion planet Pluto on your birthday your appetite for affection will impact your every waking moment. Remind yourself daily that universal love is what you should be aiming for. Strive for a higher form of desire.
aries,general,november-10-2025,Something you always thought was true will be shown to be false today but don’t feel bad about being mislead. It’s better to be the trusting sort who sometimes gets it wrong than the cynic who never believes anything at all.
taurus,general,november-10-2025,"You may be out of favour with someone you work alongside but don’t change what you say and do just to please them. If they want to get along with you that’s fine, but if they don’t then that’s fine as well. It’s not the biggest of deals."
gemini,general,november-10-2025,The progress you have made in a creative endeavour is remarkable and if you keep at it over the next few days you will reach a level that no one thought possible. No one but you that is. You always knew you had what it takes.
cancer,general,november-10-2025,"The only way your rivals can undermine your confidence is if you allow what they say to get to you. Keep them at arm’s length if you can but, if you cannot, treat everything they say about your efforts as mere sour grapes."
leo,general,november-10-2025,"Your likes and dislikes are exceedingly strong, so much so that some people are in fear of you. But is that really how you want to be seen? Maybe you should tone down your act a bit – while keeping your standards high, of course."
virgo,general,november-10-2025,You have pretty much come and gone as you please of late but over the next few days you will find obstacles popping up that hold you back a bit. According to the planets that’s actually a good thing as it makes accidents less likely.
libra,general,november-10-2025,"Be careful about what claims you put out into the world as the new week begins, because there is a danger you could speak too soon and say something that turns people against you. Librans are supposed to be peacemakers, not warmongers!"
scorpio,general,november-10-2025,"The more advice you get from friends and relatives the more inclined you will be to ignore it, especially if it goes against what you want to believe. You often find it hard to admit that you could be wrong but, on this occasion, it looks like you are!"
sagittarius,general,november-10-2025,Now that communications planet Mercury is going through its retrograde phase you must make sure that all your claims can be backed up by facts. If you make even the smallest of errors today your rivals will be on your case in a flash.
capricorn,general,november-10-2025,"You have enough responsibilities on your plate as it is, so refuse to take on any more, no matter how hard some people might beg. You may have sympathy for them but if they are a long way behind in their schedule that’s their problem, not yours."
aquarius,general,november-10-2025,"Something you overhear (maybe when you should not have been listening) will shock you today but don’t take action on it until you have dug deeper and found out if it is true. Some people love to gossip, regardless of the facts."
pisces,general,november-10-2025,"If your internal alarm bell goes off over the next 24 hours you must not ignore it. The fact that something deep inside you is trying to warn that not all is happiness and light means you need to pay attention, and tread carefully."
scorpio,birthday,november-10-2025,At some point over the next few months you will have to confront the fact that the path you are on is not the right one for you. And at that point a far better path will open up in front of you. That’s the one you must follow.
aries,general,november-11-2025,"If you keep your feelings about a person or a situation bottled up inside you then the mental and emotional pressure you are already under will increase. Aries has a reputation for being outspoken, even abrasive. Live up to that reputation today."
taurus,general,november-11-2025,"Don’t turn down a social invitation because you have so much work on, but don’t go over the top and leave yourself feeling so exhausted that you find it hard to get cracking again. Find the right balance between having fun and getting the job done."
gemini,general,november-11-2025,"Jupiter turns retrograde in the money area of your chart today, so you can no longer go along acting as if you have all the cash in the world at your disposal. Keep a very close eye on your outgoings over the next few days."
cancer,general,november-11-2025,This is an important time for making new plans but it is an equally important time for finishing off any tasks and projects that have not yet been completed. Focus on one aim at a time and make sure you give it 100-per-cent effort.
leo,general,november-11-2025,"It’s good that you possess such a positive outlook on life but there is a danger today that you might deliberately ignore a problem in case it spoils your fun. It is possible to be too confident, so make sure you keep your feet on the ground."
virgo,general,november-11-2025,"You may be set in your ways but you can also see that changes need to be made and the sooner you start making them the better. One such change will involve your domestic situation, so strive to keep loved ones firmly on your side."
libra,general,november-11-2025,The way to get the most from your efforts is to act as if you are being watched all the time. Even when you know that no one can see what you are up to you must not let your standards slip. Always expect the best of yourself.
scorpio,general,november-11-2025,"Your confidence may be soaring but there are still things that could drag it back down again if you make a wrong move. Most importantly, make sure you have enough money in your pocket to finance your next big adventure. It won’t come for free."
sagittarius,general,november-11-2025,"Stop listening to what people in the wider world are telling you and listen instead to your own inner voice. The fact is you already know most of what needs to be done, so it comes down to applying yourself physically and mentally."
capricorn,general,november-11-2025,You may not be able to come and go as you please today but that’s probably no bad thing. If circumstances force you to stay in one place and with one group of people it means the universe wants you to be there. Now ask yourself: why?
aquarius,general,november-11-2025,"Jupiter, planet of both success and excess, turns retrograde in the work area of your chart today, so you need to make sure that you are not only on the right track but pacing yourself sensibly as well. Moderation is the key to reaching the end."
pisces,general,november-11-2025,"What occurs over the next few days will take you by surprise but there is no reason why it should bring what you are doing to a halt. On the contrary, with so much changing so fast in the world taking a breather is no longer an option."
scorpio,birthday,november-11-2025,"Jupiter’s influence on your birthday is double-edged in that it will help you make the most of your talents but also encourage you to take on too much. Remember, one thing done really well means more than a dozen things done to an average standard."
aries,general,november-12-2025,"What you expect to happen today most likely won’t, and what you don’t expect to happen most likely will. With your ruler Mars linked closely to retrograde Mercury the events of the next 24 hours will be surprising, and maybe shocking too."
taurus,general,november-12-2025,By all means think deeply about your plans and ambitions but don’t make any lasting commitments. The planets indicate there are some very big changes heading your way and those changes will turn what you think is important on its head.
gemini,general,november-12-2025,"Although you’ve had your doubts for some time about someone’s honesty you have given them the benefit of the doubt, but that may have to change. Don’t jump to conclusions about their behaviour but do be ruthless if it becomes clear they’ve deceived you."
cancer,general,november-12-2025,If you think that flattering people shamelessly will get what you want today then think again. While mind planet Mercury is going through its retrograde phase your sweet talk is likely to have the opposite effect to the one most desired.
leo,general,november-12-2025,If you expect other people to follow your instructions today just because you say they should don’t be surprised if they ignore you. Even if you clearly know what you are talking about they will oppose you just for the fun of being awkward.
virgo,general,november-12-2025,"Don’t junk an existing technique simply because so few people make use of it in the modern world. Virgo is the most practical sign of the zodiac, so if it works for you then stick with it. You can always change later on if you really need to."
